CAR_ID,SYMBOLING,carname,FUELTYPE-,ASPIRATION+,DOORNUMBER+,CARBODY,DRIVEWHEEL+,ENGINELOCATION,WHEELBASE,CARLENGTH,CARWIDTH,CARHEIGHT,CURBWEIGHT,ENGINETYPE,CYLINDERNUMBER,ENGINESIZE,FUELSYSTEM,BORERATIO,STROKE,COMPRESSIONRATIO,HORSEPOWER,PEAKRPM,CITYMPG,HIGHWAYMPG,PRICE+,BRAND,MODEL,POWER_TO_WEIGHT_RATIO,WHEELBASE_SQUARED,CARLENGTH_SQUARED,CARWIDTH_SQUARED,CARHEIGHT_SQUARED,CURBWEIGHT_SQUARED,ENGINESIZE_SQUARED,BORERATIO_SQUARED,STROKE_SQUARED,COMPRESSIONRATIO_SQUARED,HORSEPOWER_SQUARED,PEAKRPM_SQUARED,CITYMPG_SQUARED,HIGHWAYMPG_SQUARED,LOG_ENGINESIZE
68,-1,buick electra 225 custom,0,1,0,3,2,0,1.871696809,1.36918108,2.052460954,1.138485939,1.84716611,3,1,1.35029683,3,0.926203897,1.229370204,2.866352147,0.478683797,-1.629020598,-0.493323697,-0.837195385,25552,4,73,0.034992888,12100,36442.81,4942.09,3192.25,12355225,33489,12.8164,13.2496,462.25,15129,18922500,484,625,5.214935758
69,-1,buick century luxus (sw),0,1,0,4,2,0,1.871696809,1.36918108,2.052460954,2.041029723,2.299603661,3,1,1.35029683,3,0.926203897,1.229370204,2.866352147,0.478683797,-1.629020598,-0.493323697,-0.837195385,28248,4,41,0.0328,12100,36442.81,4942.09,3445.69,14062500,33489,12.8164,13.2496,462.25,15129,18922500,484,625,5.214935758
70,0,buick century,0,1,1,1,2,0,1.322344173,1.09291915,2.052460954,0.48209046,1.808660786,3,1,1.35029683,3,0.926203897,1.229370204,2.866352147,0.478683797,-1.629020598,-0.493323697,-0.837195385,28176,4,40,0.035193133,11384.89,35156.25,4942.09,3014.01,12215025,33489,12.8164,13.2496,462.25,15129,18922500,484,625,5.214935758
71,-1,buick skyhawk,0,1,0,3,2,0,2.803931586,2.319847135,2.706677184,1.056436505,2.338108984,3,1,1.35029683,3,0.926203897,1.229370204,2.866352147,0.478683797,-1.629020598,-0.493323697,-0.837195385,31600,4,120,0.032625995,13363.36,41046.76,5140.89,3169.69,14212900,33489,12.8164,13.2496,462.25,15129,18922500,484,625,5.214935758
72,-1,buick opel isuzu deluxe,1,0,0,3,2,0,2.803931586,2.319847135,2.706677184,1.138485939,2.280350999,5,0,2.57799953,5,0.482059338,-0.496800288,-0.465012169,1.289886513,-0.788368055,-1.412699679,-1.856173652,34184,4,102,0.04144385,13363.36,41046.76,5140.89,3192.25,13987600,54756,11.9716,9.61,68.89,24025,22562500,256,324,5.459585514
73,3,buick skylark,1,0,1,0,2,0,-0.359007835,0.507893885,2.145920415,-1.199922955,2.174461359,5,0,2.57799953,5,0.482059338,-0.496800288,-0.465012169,1.289886513,-0.788368055,-1.412699679,-1.856173652,35056,4,121,0.042062415,9331.56,32508.09,4970.25,2580.64,13579225,54756,11.9716,9.61,68.89,24025,22562500,256,324,5.459585514
74,0,buick century special,1,0,0,3,2,0,3.686225214,2.766741435,2.706677184,1.220535374,2.588393587,5,0,4.359372076,5,1.740468922,0.302352718,-0.540724994,2.025038973,-1.313775894,-1.71915834,-2.1473103,40960,4,42,0.047179487,14616.81,43305.61,5140.89,3214.89,15210000,94864,14.44,11.2225,64,33856,20250000,196,256,5.733341277
75,1,buick regal sport coupe (turbo),1,0,1,1,2,0,2.204637801,2.043585205,2.846866376,0.687214047,2.232219345,5,0,4.263081668,5,1.740468922,0.302352718,-0.540724994,2.025038973,-1.313775894,-1.71915834,-2.1473103,45400,4,113,0.049528937,12544,39680.64,5184,3069.16,13801225,92416,14.44,11.2225,64,33856,20250000,196,256,5.720311777
76,1,mercury cougar,1,1,1,2,2,0,0.656462189,0.353512218,0.977677147,0.441065743,0.682380073,3,2,0.315174945,5,1.666444829,-0.432868047,-0.540724994,1.79688821,-0.262960216,-0.953011688,-0.982763709,16503,12,63,0.060137457,10547.29,31826.56,4624,3003.04,8468100,19600,14.2884,9.7344,64,30625,25000000,361,576,4.94875989
77,2,mitsubishi mirage,1,0,1,2,1,0,-0.841772273,-1.360936822,-0.70459316,-1.199922955,-1.227483973,3,2,-0.84030995,1,-1.331530944,-0.081240725,-0.187398476,-0.91557087,0.787855462,1.805116257,1.491897797,5389,13,94,0.035453597,8779.69,24743.29,4147.36,2580.64,3678724,8464,8.8209,10.4329,88.36,4624,30250000,1369,1681,4.532599493
78,2,mitsubishi lancer,1,0,1,2,1,0,-0.841772273,-1.360936822,-0.70459316,-1.199922955,-1.177427052,3,2,-0.84030995,1,-1.331530944,-0.081240725,-0.187398476,-0.91557087,0.787855462,0.885740275,1.055192826,6189,13,89,0.034979424,8779.69,24743.29,4147.36,2580.64,3779136,8464,8.8209,10.4329,88.36,4624,30250000,961,1444,4.532599493
79,2,mitsubishi outlander,1,0,1,2,1,0,-0.841772273,-1.360936822,-0.70459316,-1.199922955,-1.061911082,3,2,-0.84030995,1,-1.331530944,-0.081240725,-0.187398476,-0.91557087,0.787855462,0.885740275,1.055192826,6669,13,104,0.033932136,8779.69,24743.29,4147.36,2580.64,4016016,8464,8.8209,10.4329,88.36,4624,30250000,961,1444,4.532599493
80,1,mitsubishi g4,1,1,1,2,1,0,-0.95830162,-1.360936822,-0.984971544,-1.199922955,-0.790448551,3,2,-0.695874338,6,-1.109458665,0.430217198,-0.641675428,-0.053667985,0.787855462,-0.186865037,-0.109353765,7689,13,78,0.047552448,8649,24743.29,4070.44,2580.64,4601025,9604,9.1809,11.4921,57.76,10404,30250000,576,900,4.59511985
81,3,mitsubishi mirage g4,1,1,1,2,1,0,-0.408948984,-0.085256731,-0.237295852,-1.774269,-0.357263661,3,2,-0.407003114,6,-0.591290012,0.65398004,-0.666913037,0.301233203,0.787855462,-0.340094367,-0.109353765,9959,13,95,0.048945148,9273.69,29929,4277.16,2440.36,5616900,12100,10.0489,11.9716,56.25,13456,30250000,529,900,4.709530201
82,3,mitsubishi g4,1,0,1,2,1,0,-0.408948984,-0.085256731,-0.237295852,-1.774269,-0.438124841,3,2,-0.118131891,1,0.074926826,0.65398004,-0.414536952,-0.408569172,-0.262960216,-0.033635707,0.181782883,8499,13,78,0.037800687,9273.69,29929,4277.16,2440.36,5419584,14884,11.2225,11.9716,72.25,7744,25000000,625,1024,4.812184355
83,3,mitsubishi outlander,1,1,1,2,1,0,-0.475537182,-0.069006029,0.183271724,-1.44607126,0.534134578,3,2,0.700336576,6,0.926203897,1.932624848,-0.793101079,1.036385664,-0.262960216,-0.953011688,-0.982763709,12629,13,104,0.051182492,9196.81,29998.24,4395.69,2520.04,8025889,24336,12.8164,14.8996,49,21025,25000000,361,576,5.056245805
84,3,mitsubishi g4,1,1,1,2,1,0,-0.475537182,-0.069006029,0.183271724,-1.44607126,0.703558001,3,2,0.700336576,6,0.963215944,1.932624848,-0.793101079,1.036385664,-0.262960216,-0.953011688,-0.982763709,14869,13,78,0.049640534,9196.81,29998.24,4395.69,2520.04,8532241,24336,12.8881,14.8996,49,21025,25000000,361,576,5.056245805
85,3,mitsubishi mirage g4,1,1,1,2,1,0,-0.475537182,-0.069006029,0.183271724,-1.44607126,0.713184332,3,2,0.700336576,6,0.963215944,1.932624848,-0.793101079,1.036385664,-0.262960216,-0.953011688,-0.982763709,14489,13,95,0.049555707,9196.81,29998.24,4395.69,2520.04,8561476,24336,12.8881,14.8996,49,21025,25000000,361,576,5.056245805
86,1,mitsubishi montero,1,0,0,3,1,0,-0.408948984,-0.134008836,-0.237295852,-0.871725216,-0.366889992,3,2,-0.118131891,1,0.074926826,0.65398004,-0.414536952,-0.408569172,-0.262960216,-0.033635707,0.181782883,6989,13,99,0.037209302,9273.69,29721.76,4277.16,2662.56,5593225,14884,11.2225,11.9716,72.25,7744,25000000,625,1024,4.812184355
87,1,mitsubishi pajero,1,0,0,3,1,0,-0.408948984,-0.134008836,-0.237295852,-0.871725216,-0.289879345,3,2,-0.118131891,1,0.074926826,0.65398004,-0.414536952,-0.408569172,-0.262960216,-0.033635707,0.181782883,8189,13,105,0.036590437,9273.69,29721.76,4277.16,2662.56,5784025,14884,11.2225,11.9716,72.25,7744,25000000,625,1024,4.812184355
88,1,mitsubishi outlander,1,1,0,3,1,0,-0.408948984,-0.134008836,-0.237295852,-0.871725216,-0.293729878,3,2,-0.407003114,6,-0.591290012,0.65398004,-0.666913037,0.301233203,0.787855462,-0.340094367,-0.109353765,9279,13,104,0.048272992,9273.69,29721.76,4277.16,2662.56,5774409,12100,10.0489,11.9716,56.25,13456,30250000,529,900,4.709530201
89,-1,mitsubishi mirage g4,1,0,0,3,1,0,-0.408948984,-0.134008836,-0.237295852,-0.871725216,-0.293729878,3,2,-0.407003114,6,-0.591290012,0.65398004,-0.666913037,0.301233203,0.787855462,-0.340094367,-0.109353765,9279,13,95,0.048272992,9273.69,29721.76,4277.16,2662.56,5774409,12100,10.0489,11.9716,56.25,13456,30250000,529,900,4.709530201
90,1,Nissan versa,1,0,1,3,1,0,-0.708595876,-0.71090875,-0.984971544,0.31799159,-1.283316692,3,2,-0.71994694,1,-0.665314106,0.110555996,-0.187398476,-0.890220785,0.157366055,0.885740275,0.909624502,5499,0,133,0.036527263,8930.25,27324.09,4070.44,2970.25,3568321,9409,9.9225,10.8241,88.36,4761,27040000,961,1369,4.584967479
91,1,nissan gt-r,0,0,1,3,1,0,-0.708595876,-0.71090875,-0.984971544,0.31799159,-1.036882621,3,2,-0.575511328,3,-1.257506851,0.68594616,2.967302581,-1.245121973,-0.683286487,3.030950899,2.802012712,7099,14,85,0.02726822,8930.25,27324.09,4070.44,2970.25,4068289,10609,8.9401,12.0409,479.61,3025,23040000,2025,2500,4.644390899
92,1,nissan rogue,1,0,1,3,1,0,-0.708595876,-0.71090875,-0.984971544,0.31799159,-1.227483973,3,2,-0.71994694,1,-0.665314106,0.110555996,-0.187398476,-0.890220785,0.157366055,0.885740275,0.909624502,6649,14,114,0.035974974,8930.25,27324.09,4070.44,2970.25,3678724,9409,9.9225,10.8241,88.36,4761,27040000,961,1369,4.584967479
93,1,nissan latio,1,0,0,3,1,0,-0.708595876,-0.71090875,-0.984971544,0.31799159,-1.188978649,3,2,-0.71994694,1,-0.665314106,0.110555996,-0.187398476,-0.890220785,0.157366055,0.885740275,0.909624502,6849,14,90,0.035603715,8930.25,27324.09,4070.44,2970.25,3755844,9409,9.9225,10.8241,88.36,4761,27040000,961,1369,4.584967479
94,1,nissan titan,1,0,0,4,1,0,-0.708595876,-0.312766556,-0.984971544,-0.092255584,-1.023405758,3,2,-0.71994694,1,-0.665314106,0.110555996,-0.187398476,-0.890220785,0.157366055,0.885740275,0.909624502,7349,14,127,0.034090909,8930.25,28968.04,4070.44,2862.25,4096576,9409,9.9225,10.8241,88.36,4761,27040000,961,1369,4.584967479
95,1,nissan leaf,1,0,1,3,1,0,-0.708595876,-0.71090875,-0.984971544,0.31799159,-1.163950189,3,2,-0.71994694,1,-0.665314106,0.110555996,-0.187398476,-0.890220785,0.157366055,0.885740275,0.909624502,7299,14,91,0.035366479,8930.25,27324.09,4070.44,2970.25,3806401,9409,9.9225,10.8241,88.36,4761,27040000,961,1369,4.584967479
96,1,nissan juke,1,0,1,2,1,0,-0.708595876,-0.686532697,-0.984971544,-0.174305019,-1.015704693,3,2,-0.71994694,1,-0.665314106,0.110555996,-0.187398476,-0.890220785,0.157366055,0.885740275,0.909624502,7799,14,87,0.034023669,8930.25,27423.36,4070.44,2840.89,4112784,9409,9.9225,10.8241,88.36,4761,27040000,961,1369,4.584967479
97,1,nissan latio,1,0,0,3,1,0,-0.708595876,-0.71090875,-0.984971544,0.31799159,-1.125444865,3,2,-0.71994694,1,-0.665314106,0.110555996,-0.187398476,-0.890220785,0.157366055,0.885740275,0.909624502,7499,14,90,0.03500761,8930.25,27324.09,4070.44,2970.25,3884841,9409,9.9225,10.8241,88.36,4761,27040000,961,1369,4.584967479
98,1,nissan note,1,0,0,4,1,0,-0.708595876,-0.312766556,-0.984971544,-0.092255584,-0.998377298,3,2,-0.71994694,1,-0.665314106,0.110555996,-0.187398476,-0.890220785,0.157366055,0.885740275,0.909624502,7999,14,100,0.033873343,8930.25,28968.04,4070.44,2862.25,4149369,9409,9.9225,10.8241,88.36,4761,27040000,961,1369,4.584967479
99,2,nissan clipper,1,0,1,1,1,0,-0.608713579,-0.946543926,-0.984971544,-0.174305019,-1.054210017,3,2,-0.71994694,1,-0.665314106,0.110555996,-0.187398476,-0.890220785,0.157366055,0.885740275,0.909624502,8249,14,49,0.03436255,9044.01,26373.76,4070.44,2840.89,4032064,9409,9.9225,10.8241,88.36,4761,27040000,961,1369,4.584967479
100,0,nissan rogue,1,0,0,2,1,0,-0.259125538,-0.052755327,-0.330755314,0.400041025,-0.445825905,3,2,-0.166277095,1,0.000902733,0.68594616,-0.414536952,-0.180418409,0.157366055,0.272822954,0.47291953,8949,14,114,0.041738382,9447.84,30067.56,4251.04,2992.09,5400976,14400,11.0889,12.0409,72.25,9409,27040000,729,1156,4.795790546
101,0,nissan nv200,1,0,0,3,1,0,-0.259125538,-0.052755327,-0.330755314,0.400041025,-0.488181761,3,2,-0.166277095,1,0.000902733,0.68594616,-0.414536952,-0.180418409,0.157366055,0.272822954,0.47291953,9549,14,101,0.042137272,9447.84,30067.56,4251.04,2992.09,5299204,14400,11.0889,12.0409,72.25,9409,27040000,729,1156,4.795790546
102,0,nissan dayz,1,0,0,3,1,0,0.273580049,0.621648797,0.276731186,0.564139895,1.038554316,5,3,1.302151626,5,0.371023199,0.046623756,-0.28834891,1.213836258,0.157366055,-1.259470349,-1.273900356,13499,14,69,0.04911147,10080.16,33014.89,4422.25,3036.01,9579025,32761,11.7649,10.6929,81,23104,27040000,289,484,5.204006687
103,0,nissan fuga,1,0,0,4,1,0,0.273580049,0.857283974,0.276731186,0.97438707,1.425532817,5,3,1.302151626,5,0.371023199,0.046623756,-0.28834891,1.213836258,0.157366055,-1.259470349,-1.273900356,14399,14,75,0.046116505,10080.16,34077.16,4422.25,3147.21,10863616,32761,11.7649,10.6929,81,23104,27040000,289,484,5.204006687
104,0,nissan otti,1,0,0,3,1,0,0.273580049,0.857283974,0.276731186,0.564139895,0.97117,5,3,1.302151626,5,0.371023199,0.046623756,-0.28834891,1.213836258,0.157366055,-0.953011688,-0.837195385,13499,14,103,0.049673203,10080.16,34077.16,4422.25,3036.01,9363600,32761,11.7649,10.6929,81,23104,27040000,361,625,5.204006687
105,3,nissan teana,1,0,1,2,2,0,-1.241301463,-0.272139801,0.930947416,-1.651194847,0.992347928,5,3,1.302151626,5,0.371023199,0.046623756,-0.28834891,1.416636937,0.157366055,-0.953011688,-0.837195385,17199,14,125,0.052100293,8335.69,29138.49,4610.41,2470.09,9431041,32761,11.7649,10.6929,81,25600,27040000,361,625,5.204006687
106,3,nissan kicks,1,1,1,2,2,0,-1.241301463,-0.272139801,0.930947416,-1.651194847,1.123266028,5,3,1.302151626,5,0.371023199,0.046623756,-0.591200211,2.430640331,0.157366055,-1.259470349,-1.128332032,19699,14,88,0.063714559,8335.69,29138.49,4610.41,2470.09,9853321,32761,11.7649,10.6929,60.84,40000,27040000,289,529,5.204006687
107,1,nissan clipper,1,0,1,2,2,0,0.073815454,0.361637569,0.930947416,-1.651194847,1.123266028,5,3,1.302151626,5,0.371023199,0.046623756,-0.28834891,1.416636937,0.157366055,-0.953011688,-0.837195385,18399,14,49,0.050971647,9840.64,31862.25,4610.41,2470.09,9853321,32761,11.7649,10.6929,81,25600,27040000,361,625,5.204006687
108,0,peugeot 504,1,0,0,3,2,0,1.522108768,1.027916342,1.16459607,1.220535374,0.894159353,2,2,-0.166277095,5,0.482059338,-0.209105206,-0.439774561,-0.180418409,-0.262960216,-0.953011688,-0.982763709,11900,15,18,0.032119205,11642.41,34856.89,4678.56,3214.89,9120400,14400,11.9716,10.1761,70.56,9409,25000000,361,576,4.795790546
109,0,peugeot 304,0,1,0,3,2,0,1.522108768,1.027916342,1.16459607,1.220535374,1.234931466,2,2,0.604046168,3,1.370348456,0.845776761,2.740164105,-0.231118578,-2.049346869,0.426052284,0.327351206,13200,15,11,0.029715358,11642.41,34856.89,4678.56,3214.89,10220809,23104,13.69,12.3904,441,9025,17222500,784,1089,5.030437921
110,0,peugeot 504 (sw),1,0,0,4,2,0,2.570872891,2.019209152,1.16459607,2.041029723,1.29846525,2,2,-0.166277095,5,0.482059338,-0.209105206,-0.439774561,-0.180418409,-0.262960216,-0.953011688,-0.982763709,12440,15,19,0.03003096,13041.64,39561.21,4678.56,3445.69,10432900,14400,11.9716,10.1761,70.56,9409,25000000,361,576,4.795790546
111,0,peugeot 504,0,1,0,4,2,0,2.570872891,2.019209152,1.16459607,2.041029723,1.683518485,2,2,0.604046168,3,1.370348456,0.845776761,2.740164105,-0.231118578,-2.049346869,-0.033635707,-0.837195385,13860,15,18,0.027696793,13041.64,39561.21,4678.56,3445.69,11764900,23104,13.69,12.3904,441,9025,17222500,625,625,5.030437921
112,0,peugeot 504,1,0,0,3,2,0,1.522108768,1.027916342,1.16459607,1.220535374,1.000048992,2,2,-0.166277095,5,0.482059338,-3.405717227,-0.439774561,-0.231118578,-0.262960216,-0.953011688,-0.982763709,15580,15,18,0.030894309,11642.41,34856.89,4678.56,3214.89,9455625,14400,11.9716,4.7961,70.56,9025,25000000,361,576,4.795790546
113,0,peugeot 604sl,0,1,0,3,2,0,1.522108768,1.027916342,1.16459607,1.220535374,1.340821105,2,2,0.604046168,3,1.370348456,0.845776761,2.740164105,-0.231118578,-2.049346869,0.426052284,0.327351206,16900,15,21,0.029212792,11642.41,34856.89,4678.56,3214.89,10575504,23104,13.69,12.3904,441,9025,17222500,784,1089,5.030437921
114,0,peugeot 504,1,0,0,4,2,0,2.570872891,2.019209152,1.16459607,1.220535374,1.404354889,2,2,-0.166277095,5,0.482059338,-3.405717227,-0.439774561,-0.231118578,-0.262960216,-0.953011688,-0.982763709,16695,15,18,0.02891933,13041.64,39561.21,4678.56,3214.89,10791225,14400,11.9716,4.7961,70.56,9025,25000000,361,576,4.795790546
115,0,peugeot 505s turbo diesel,0,1,0,4,2,0,2.570872891,2.019209152,1.16459607,2.041029723,1.789408124,2,2,0.604046168,3,1.370348456,0.845776761,2.740164105,-0.231118578,-2.049346869,-0.033635707,-0.837195385,17075,15,20,0.027259684,13041.64,39561.21,4678.56,3445.69,12145225,23104,13.69,12.3904,441,9025,17222500,625,625,5.030437921
116,0,peugeot 504,1,0,0,3,2,0,1.522108768,1.027916342,1.16459607,1.220535374,1.000048992,2,2,-0.166277095,5,0.482059338,-0.209105206,-0.439774561,-0.180418409,-0.262960216,-0.953011688,-0.982763709,16630,15,18,0.031544715,11642.41,34856.89,4678.56,3214.89,9455625,14400,11.9716,10.1761,70.56,9409,25000000,361,576,4.795790546
117,0,peugeot 504,0,1,0,3,2,0,1.522108768,1.027916342,1.16459607,1.220535374,1.340821105,2,2,0.604046168,3,1.370348456,0.845776761,2.740164105,-0.231118578,-2.049346869,0.426052284,0.327351206,17950,15,18,0.029212792,11642.41,34856.89,4678.56,3214.89,10575504,23104,13.69,12.3904,441,9025,17222500,784,1089,5.030437921
118,0,peugeot 604sl,1,1,0,3,2,0,1.538755817,1.027916342,1.117866339,0.933362352,1.105938632,2,2,0.170739333,5,1.037240037,-0.145172965,-0.793101079,0.96033541,0.998018598,-1.106241019,-0.982763709,18150,15,21,0.045367412,11664,34856.89,4664.89,3136,9796900,17956,13.0321,10.3041,49,20164,31360000,324,576,4.905274778
119,1,plymouth fury iii,1,0,1,2,1,0,-0.841772273,-1.360936822,-0.984971544,-1.199922955,-1.227483973,3,2,-0.888455154,1,-1.331530944,-0.081240725,-0.187398476,-0.91557087,0.787855462,1.805116257,1.491897797,5572,16,77,0.035453597,8779.69,24743.29,4070.44,2580.64,3678724,8100,8.8209,10.4329,88.36,4624,30250000,1369,1681,4.510859507
120,1,plymouth cricket,1,1,1,2,1,0,-0.841772273,-1.360936822,-0.984971544,-1.199922955,-0.823178076,3,2,-0.695874338,6,-1.109458665,0.430217198,-0.641675428,-0.053667985,0.787855462,-0.186865037,-0.109353765,7957,16,65,0.047932331,8779.69,24743.29,4070.44,2580.64,4528384,9604,9.1809,11.4921,57.76,10404,30250000,576,900,4.59511985
121,1,plymouth fury iii,1,0,0,2,1,0,-0.841772273,-1.360936822,-0.984971544,-1.28197239,-1.13314593,3,2,-0.888455154,1,-1.331530944,-0.081240725,-0.187398476,-0.91557087,0.787855462,0.885740275,1.055192826,6229,16,77,0.034570412,8779.69,24743.29,4070.44,2560.36,3869089,8100,8.8209,10.4329,88.36,4624,30250000,961,1444,4.510859507
122,1,plymouth satellite custom (sw),1,0,0,3,1,0,-0.841772273,-0.548401732,-0.984971544,-1.199922955,-1.090790074,3,2,-0.888455154,1,-1.331530944,-0.081240725,-0.187398476,-0.91557087,0.787855462,0.885740275,1.055192826,6692,16,119,0.034188034,8779.69,27989.29,4070.44,2580.64,3956121,8100,8.8209,10.4329,88.36,4624,30250000,961,1444,4.510859507
123,1,plymouth fury gran sedan,1,0,0,3,1,0,-0.841772273,-0.548401732,-0.984971544,-1.199922955,-0.701886307,3,2,-0.695874338,1,-1.331530944,-0.081240725,-0.187398476,-0.91557087,0.787855462,0.885740275,1.055192826,7609,16,76,0.031036057,8779.69,27989.29,4070.44,2580.64,4800481,9604,8.8209,10.4329,88.36,4624,30250000,961,1444,4.59511985
124,-1,plymouth valiant,1,0,0,4,1,0,0.756344487,0.044748884,-0.611133698,2.492301615,-0.039594742,3,2,-0.118131891,1,0.074926826,0.65398004,-0.414536952,-0.408569172,-0.262960216,-0.186865037,-0.109353765,8921,16,131,0.034714004,10670.89,30485.16,4173.16,3576.04,6426225,14884,11.2225,11.9716,72.25,7744,25000000,576,900,4.812184355
125,3,plymouth duster,1,1,1,2,2,0,-0.475537182,-0.069006029,0.183271724,-1.44607126,0.505255585,3,2,0.700336576,6,0.963215944,1.932624848,-0.793101079,1.036385664,-0.262960216,-0.953011688,-0.982763709,12764,16,72,0.051454933,9196.81,29998.24,4395.69,2520.04,7941124,24336,12.8881,14.8996,49,21025,25000000,361,576,5.056245805
126,3,porsche macan,1,0,1,2,2,0,-0.708595876,-0.418396117,1.117866339,-1.44607126,0.428244938,3,2,0.579973566,5,2.258637574,-0.464834168,-0.162160868,0.985685494,0.787855462,-0.953011688,-0.546058737,22018,18,92,0.051475882,8930.25,28527.21,4664.89,2520.04,7717284,22801,15.5236,9.6721,90.25,20449,30250000,361,729,5.023880521
127,3,porcshce panamera,1,0,1,1,2,1,-1.540948356,-0.418396117,-0.424214775,-0.871725216,0.385889082,4,3,1.615095451,5,1.518396643,-1.136122692,-0.162160868,2.608090925,1.628508005,-1.259470349,-0.837195385,32528,17,106,0.075108853,8010.25,28527.21,4225,2662.56,7595536,37636,13.9876,8.41,90.25,42849,34810000,289,625,5.272999559
128,3,porsche cayenne,1,0,1,1,2,1,-1.540948356,-0.418396117,-0.424214775,-0.871725216,0.385889082,4,3,1.615095451,5,1.518396643,-1.136122692,-0.162160868,2.608090925,1.628508005,-1.259470349,-0.837195385,34028,18,37,0.075108853,8010.25,28527.21,4225,2662.56,7595536,37636,13.9876,8.41,90.25,42849,34810000,289,625,5.272999559
129,3,porsche boxter,1,0,1,0,2,1,-1.540948356,-0.418396117,-0.424214775,-0.871725216,0.470600794,4,3,1.615095451,5,1.518396643,-1.136122692,-0.162160868,2.608090925,1.628508005,-1.259470349,-0.837195385,37028,18,34,0.073928571,8010.25,28527.21,4225,2662.56,7840000,37636,13.9876,8.41,90.25,42849,34810000,289,625,5.272999559
130,1,porsche cayenne,1,0,1,2,2,0,-0.059360943,0.134127744,2.987055569,-1.322997108,1.560301449,1,0,1.831748869,5,2.258637574,-0.464834168,-0.035972825,4.661447798,1.313263301,-1.259470349,-0.400490413,31400.5,18,37,0.085561497,9682.56,30870.49,5227.29,2550.25,11329956,41209,15.5236,9.6721,100,82944,33062500,289,784,5.318119994
131,0,renault 12tl,1,0,0,4,1,0,-0.442243083,0.605398096,0.276731186,0.605164613,0.045116969,3,2,0.122594129,5,0.482059338,2.060489329,-0.364061735,-0.357869003,-0.05279708,-0.340094367,0.036214559,9295,19,4,0.034897247,9235.21,32942.25,4422.25,3047.04,6651241,17424,11.9716,15.21,75.69,8100,26010000,529,961,4.890349128
132,2,renault 5 gtl,1,0,1,2,1,0,-0.442243083,0.223506603,0.323460917,-1.322997108,-0.183989706,3,2,0.122594129,5,0.482059338,2.060489329,-0.364061735,-0.357869003,-0.05279708,-0.340094367,0.036214559,9895,19,15,0.036585366,9235.21,31258.24,4435.56,2550.25,6051600,17424,11.9716,15.21,75.69,8100,26010000,529,961,4.890349128
133,3,saab 99e,1,0,1,2,1,0,0.057168404,1.019790991,0.276731186,0.97438707,0.197212997,3,2,-0.142204493,5,0.778155711,-0.592698648,-0.210112324,0.149132694,0.262447623,-0.646553028,-0.400490413,11850,20,23,0.0413845,9820.81,34819.56,4422.25,3147.21,7064964,14641,12.5316,9.4249,86.6761,12100,27562500,441,784,4.804021045
134,2,saab 99le,1,0,0,3,1,0,0.057168404,1.019790991,0.276731186,0.97438707,0.268447846,3,2,-0.142204493,5,0.778155711,-0.592698648,-0.212636084,0.149132694,0.262447623,-0.646553028,-0.400490413,12170,20,25,0.040816327,9820.81,34819.56,4422.25,3147.21,7263025,14641,12.5316,9.4249,86.49,12100,27562500,441,784,4.804021045
135,3,saab 99le,1,0,1,2,1,0,0.057168404,1.019790991,0.276731186,0.97438707,0.29155104,3,2,-0.142204493,5,-2.923048947,-3.78931067,-0.212636084,0.149132694,0.262447623,-0.646553028,-0.400490413,15040,20,25,0.04063539,9820.81,34819.56,4422.25,3147.21,7327849,14641,6.4516,4.2849,86.49,12100,27562500,441,784,4.804021045
